title,image,published,description,category,author,image_relation,fake_news_label
Exploring BiFeO₃'s piezocatalytic potential: From materials engineering to diverse applications,https://scx2.b-cdn.net/gfx/news/hires/2025/versatile-bifeo3-shini.jpg,2025-02-20 19:33:03+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

This review provid...",science,Tsinghua University Press,Yes,Real
Discovery of high-spin manganese centers sheds light on photosynthesis,https://scx2.b-cdn.net/gfx/news/hires/2025/bessy-ii-building-bloc.jpg,2025-02-20 19:29:03+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

In the center of t...",science,Helmholtz Association Of German Research Centres,Unknown,Unknown
A new approach for better understanding animal consciousness,https://scx2.b-cdn.net/gfx/news/hires/2020/animal.jpg,2025-02-20 19:00:10+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: CC0 Public...",science,New York University,Yes,Real
Giant X-ray facility shows that magnets can reduce flaws in 3D printed components,https://scx2.b-cdn.net/gfx/news/hires/2025/giant-x-ray-facility-s.jpg,2025-02-20 19:00:07+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

3D printers are be...",science,University College London,Yes,Real
"Researchers 3D print high-performance, sustainable thermoelectric materials",https://scx2.b-cdn.net/gfx/news/hires/2025/cooling-materials--out.jpg,2025-02-20 19:00:05+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Printing of pillar...",science,Institute Of Science,Yes,Real
"Chemists find greener path to making ethylene oxide, a key industrial chemical",https://scx2.b-cdn.net/gfx/news/hires/2025/green-chemistry.jpg,2025-02-20 19:00:02+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: Pixabay/CC...",science,Tulane University,Unknown,Unknown
"To eat eggs safely, do these two things, says food science expert",https://a57.foxnews.com/static.foxnews.com/foxnews.com/content/uploads/2025/02/1024/512/egg-prep-split.jpg?ve=1&tl=1,2025-02-20 18:49:11+00:00,"Amid outbreaks of bird flu in the U.S., experts weigh in on best practices for preparing eggs safely. See the video from Professor Tim Spector, a genetic epidemiology expert at King's College London.","health, lifestyle",Fox News,Yes,Real
"Scientists decode the DNA of one of America's most iconic trees, the white oak",https://scx2.b-cdn.net/gfx/news/hires/2025/scientists-decode-the.jpg,2025-02-20 18:14:03+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

White oaks are amo...",science,University Of Tennessee At Knoxville,Yes,Real
How mRNA changes during the progression of atherosclerosis,https://scx2.b-cdn.net/gfx/news/hires/2025/how-mrna-changes-durin.jpg,2025-02-20 18:11:03+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Analysis of 3′UTR ...","medical, science",Germans Trias I Pujol Research Institute,Unknown,Unknown
Massive data analysis advances understanding of how immunotherapy works,https://scx2.b-cdn.net/gfx/news/hires/2025/comprehensive-data-ana.jpg,2025-02-20 18:10:08+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Overview of the an...","medical, science",Imim,Unknown,Unknown
Scientists identify epigenetic key that 'opens' door to colon cancer,https://scx2.b-cdn.net/gfx/news/hires/2025/scientists-identify-ep.jpg,2025-02-20 17:45:04+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Graphical abstract...","medical, science",Johns Hopkins University School Of Medicine,Unknown,Unknown
Scientists aim to repair or replace p53 to combat cancer,https://scx2.b-cdn.net/gfx/news/hires/2022/gene.jpg,2025-02-20 17:40:58+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: Pixabay/CC...","medical, science",Prosper Obed Chukwuemeka,Yes,Real
Butterfly wings inspire new imaging technique for cancer diagnosis,https://scx2.b-cdn.net/gfx/news/2025/butterfly-wings-inspir.jpg,2025-02-20 17:37:31+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Paula Kirya, a mec...","medical, science",Liezel Labios,Yes,Real
User-friendly portal links molecular and clinical data to boost metabolic disease research,https://scx2.b-cdn.net/gfx/news/hires/2025/new-knowledge-portal-f.jpg,2025-02-20 17:37:10+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Graphical abstract...","medical, science",Karolinska Institutet,Unknown,Unknown
Study yields unexpected results from empagliflozin after heart attack,https://scx2.b-cdn.net/gfx/news/hires/2025/new-study-yields-unexp.jpg,2025-02-20 17:36:57+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Normal immune resp...","medical, science",Karolinska Institutet,Unknown,Unknown
Research links grape consumption to improved muscle health in both men and women,https://scx2.b-cdn.net/gfx/news/hires/2025/new-research-links-gra.jpg,2025-02-20 17:36:44+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Representative ima...","medical, science",Western New England University,Unknown,Unknown
Unfolded protein response: A key regulator of intestinal health and disease,https://scx2.b-cdn.net/gfx/news/2025/unfolded-protein-respo.jpg,2025-02-20 17:26:04+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: By Claudio...","medical, science",First Hospital Of Jilin University,Unknown,Unknown
Novel computational tool for identifying synergistic drug combinations developed,https://scx2.b-cdn.net/gfx/news/hires/2025/mount-sinai-researcher-1.jpg,2025-02-20 17:24:03+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Evaluation of the ...","medical, science",The Mount Sinai Hospital,Unknown,Unknown
European study highlights inequalities in diagnosis and treatment of biliary tract cancer,https://scx2.b-cdn.net/gfx/news/hires/2025/european-study-highlig.jpg,2025-02-20 17:11:04+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Results of the sur...","medical, science",University Of Glasgow,Unknown,Unknown
Harmony Biosciences (NASDAQ:HRMY) Shares Gap Down After Analyst Downgrade,https://www.marketbeat.com/logos/harmony-biosciences-holdings-inc-logo-1200x675.jpg?v=20210329150056,2025-02-20 16:53:22+00:00,Harmony Biosciences (NASDAQ:HRMY) Shares Gap Down Following Analyst Downgrade,finance,MarketBeat,Unknown,Unknown
Needham & Company LLC Lowers Harmony Biosciences (NASDAQ:HRMY) Price Target to $50.00,https://www.marketbeat.com/logos/harmony-biosciences-holdings-inc-logo-1200x675.jpg?v=20210329150056,2025-02-20 16:45:40+00:00,"Harmony Biosciences (NASDAQ:HRMY - Get Free Report) had its target price reduced by Needham & Company LLC from $52.00 to $50.00 in a note issued to investors on Wednesday,Benzinga reports. The firm cu...",finance,MarketBeat,Yes,Real
"Bright Minds Biosciences' (DRUG) ""Buy"" Rating Reiterated at HC Wainwright",https://www.marketbeat.com/logos/bright-minds-biosciences-inc-logo-1200x675.jpg?v=20220428075958,2025-02-20 16:45:40+00:00,"Bright Minds Biosciences (NASDAQ:DRUG - Get Free Report)'s stock had its ""buy"" rating restated by equities research analysts at HC Wainwright in a research report issued on Wednesday,Benzinga reports....",finance,MarketBeat,Unknown,Unknown
Maravai LifeSciences (NASDAQ:MRVI) Reaches New 1-Year Low - What's Next?,https://www.marketbeat.com/logos/maravai-lifesciences-holdings-inc-logo-1200x675.png?v=20240502162532,2025-02-20 16:32:38+00:00,"Shares of Maravai LifeSciences Holdings, Inc. (NASDAQ:MRVI - Get Free Report) reached a new 52-week low on Wednesday . The company traded as low as $4.05 and last traded at $4.18, with a volume of 107...",finance,MarketBeat,Unknown,Unknown
Gilead Sciences (NASDAQ:GILD) Sets New 1-Year High - Should You Buy?,https://www.marketbeat.com/logos/Gilead_Sciences_Pty_Ltd-1200x675.jpg,2025-02-20 16:32:32+00:00,Gilead Sciences (NASDAQ:GILD) Sets New 12-Month High - Time to Buy?,finance,MarketBeat,Unknown,Unknown
"Talkspace hits an earnings milestone, Hims acquisition, and more",https://www.statnews.com/wp-content/uploads/2024/03/AdobeStock_639994632_Editorial_Use_Only-1024x576.jpeg,2025-02-20 16:06:06+00:00,"This is the web edition of STAT’s Health Tech newsletter, our guide to how technology is transforming the life sciences.",medical,Mario Aguilar,No,Real
"National Science Foundation Mass Firings Go Beyond Trump's Orders, Sparking Outrage",https://static.scientificamerican.com/dam/m/6b6db873f58b3c85/original/Seal-of-The-National-Science-Foundation-NSF-in-Washington-D-C-USA.jpg?m=1740066171.241&w=1200,2025-02-20 16:00:00+00:00,"At an emotional meeting, NSF officials announced layoffs for about 10 percent of their workforce and warned of more firings to come",science,"Corbin Hiar, E&E News",Unknown,Unknown
SELLAS Life Sciences Group reports positive results from mid-stage lymphoma treatment trial,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/1011146302/image_1011146302.jpg?io=getty-c-w750,2025-02-20 15:48:10+00:00,SELLAS Life Sciences Group announced on Thursday promising mid-stage trial results for SLS009. Read more here.,"business, finance",Nilanjana Basu,No,Real
WaPo: The Science™ Says Trump Is Wrong on Sex Binary,https://media.townhall.com/cdn/hodl/ha/images/2024/350/eab3f711-142d-450c-93d2-f1e0489a6df0.jpeg,2025-02-20 15:00:18+00:00,No description available,politics,David Strom,Unknown,Unknown
Cherokee Nation invests $16 million to bring advanced cancer care closer to home,https://bloximages.newyork1.vip.townnews.com/cherokeephoenix.org/content/tncms/assets/v3/editorial/b/3a/b3ab5bac-ef94-11ef-8c28-43be0a97abe3/67b7384608916.image.jpg?crop=1500%2C788%2C0%2C131&resize=438%2C230&order=crop%2Cresize,2025-02-20 14:30:00+00:00,"Dr. John Mohart, Mercy executive vice president and chief operating officer, left, and Dr. Gary Raskob, University of Oklahoma Health Sciences senior vice president and provost, interact Feb. 13 inside","regional, oklahoma",CHAD HUNTER/CHEROKEE PHOENIX,Unknown,Unknown
Indiana Jones' jailbreak approach highlights the vulnerabilities of existing LLMs,https://scx2.b-cdn.net/gfx/news/hires/2025/new-jailbreaking-appro-1.jpg,2025-02-20 13:40:01+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Example of how the...",science,Ingrid Fadelli,Yes,Real
6 Companies Hiring in Pennsylvania,https://static.biospace.com/dims4/default/297da40/2147483647/strip/true/crop/1254x705+0+65/resize/1440x810!/quality/90/?url=https%3A%2F%2Fk1-prod-biospace.s3.us-east-2.amazonaws.com%2Fbrightspot%2F18%2Fda%2F0cd186764e1db2fc795dd00ab01e%2Fistock-676026550.jpg,2025-02-20 13:09:43+00:00,"Within the Pharm Country hotbed , Pennsylvania is home to scores of biopharmas—over 1,200 life sciences establishments in Greater Philadelphia alone, according to the Chamber of Commerce for Greater P...","regional, pennsylvania",Angela Gabriel Is Content Manager At,Yes,Real
"Scientists developed a new method for the perfect boiled egg, and you can test it at home",https://kvia.com/wp-content/uploads/2025/02/cnn-L19jb21wb25lbnRzL2ltYWdlL2luc3RhbmNlcy9jbTc1NXRhM3AwMDF3MzU2bWlxbXAzZ3o5-L19jb21wb25lbnRzL2FydGljbGUvaW5zdGFuY2VzL2NtNzU1NzM2OTAwMXQyY3FpNTZ2ZTczbjE.jpg,2025-02-20 12:38:40+00:00,"Originally Published: 18 FEB 25 07:45 ET Updated: 18 FEB 25 21:48 ET By Julianna Bragg, CNN Editor's note: Sign up for CNN’s Wonder Theory science newsletter. Explore the universe with news on fascinating discoveries, scientific advancements and more. (CNN) — If you think you have your egg-boiling t...","regional, el-paso, texas",CNN Newsource,Yes,Real
FDA approves first rapid-acting insulin biosimilar for patients with diabetes,https://scx2.b-cdn.net/gfx/news/2025/fda-approves-first-rap.jpg,2025-02-20 12:30:01+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

The U.S. Food and ...","medical, science",Stephanie Brown,Unknown,Unknown
"Study shows cancer mortality rates among Black people declining, but remain higher than other racial/ethnic groups",https://scx2.b-cdn.net/gfx/news/hires/2022/cancer-2.jpg,2025-02-20 12:27:05+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: Pixabay/CC...","medical, science",American Cancer Society,Yes,Real
Researchers find that blocking specific proteins in immune cells can reduce or reverse lung scarring,https://scx2.b-cdn.net/gfx/news/2025/duke-nus-study-targets.jpg,2025-02-20 12:25:05+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

An inflamed lung (...","medical, science",Duke-Nus Medical School,Yes,Real
Time To Look At Science Applications International In A Positive Light Again (NASDAQ:SAIC),https://static.seekingalpha.com/cdn/s3/uploads/getty_images/1321462048/image_1321462048.jpg?io=getty-c-w1536,2025-02-20 12:12:33+00:00,"Shares of Science Applications International Corporation (NASDAQ: SAIC ) have been pounded over the past three months. From a high of $154.10 on November 11, 2024 to $100.13 on February 18, 2025, the ...","business, finance",Robert F. Abbott,Unknown,Unknown
"U.K. kids help improve treatment, rehab for traumatic brain injury",https://scx2.b-cdn.net/gfx/news/2025/uk-kids-help-improve-t.jpg,2025-02-20 11:59:50+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Mia Jack was steal...","medical, science",Dennis Thompson,Yes,Real
Radon exposure linked to increased asthma symptoms in children,https://scx2.b-cdn.net/gfx/news/2025/radon-exposure-linked.jpg,2025-02-20 11:59:34+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

A radioactive gas ...","medical, science",Dennis Thompson,Yes,Real
Screen time linked to bipolar and manic symptoms in U.S. preteens,https://scx2.b-cdn.net/gfx/news/hires/2024/screen-time.jpg,2025-02-20 11:36:04+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: Kampus Pro...","medical, science",University Of Toronto,Yes,Real
"Blood pressure drug could be a safer alternative for treating ADHD symptoms, zebrafish study indicates",https://scx2.b-cdn.net/gfx/news/hires/2025/blood-pressure-drug-co.jpg,2025-02-20 11:33:04+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Acute effects of a...","medical, science",University Of Surrey,Yes,Real
MLB will test robo-umps in spring training games. Here's what to look for.,https://www.washingtonpost.com/wp-apps/imrs.php?src=https://arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/26NLHZD2BYLRQSF43UCTO547UE_size-normalized.JPG&w=1440,2025-02-20 11:02:00+00:00,PHOENIX — What once felt like a scene out of baseball science fiction will become reality Thursday afternoon when the Los Angeles Dodgers host the Chicago Cubs in the first spring training game of 202...,sports,Chelsea Janes,Unknown,Unknown
Possible evidence of windborne H5N1 viral infections in chickens,https://scx2.b-cdn.net/gfx/news/hires/2025/chicken.jpg,2025-02-20 10:50:01+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: Unsplash/C...","science, physics",Bob Yirka,Yes,Real
"Forcing UK creatives to 'opt out' of AI training risks stifling new talent, report suggests",https://scx2.b-cdn.net/gfx/news/hires/2021/data-mining.jpg,2025-02-20 10:07:04+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: Pixabay/CC...",science,University Of Cambridge,No,Real
The chances of this asteroid hitting Earth keep rising. But there are four reasons I’m not worried yet | Carrie Nugent,https://i.guim.co.uk/img/media/8ccf4e527d1b6ecfd5e4c68c8f1eb4ff712f8625/0_524_1879_1127/master/1879.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctb3BpbmlvbnMucG5n&s=e0ab5fc08a6893d62e3f2f46b9bdd660,2025-02-20 10:00:34+00:00,"Scientists are closely monitoring 2024 YR4 – it reminds us of the dangers lurking in space, says associate professor of planetary science Carrie Nugent",science,Carrie Nugent,Unknown,Unknown
New findings on tumor reduction and survival outcomes in advanced renal cell carcinoma,https://scx2.b-cdn.net/gfx/news/hires/2020/6-patient.jpg,2025-02-20 09:40:58+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: CC0 Public...","medical, science",Texas Tech University,Unknown,Unknown
New toolkit empowers health care providers with evidence-based strategies for childhood obesity prevention and treatment,https://scx2.b-cdn.net/gfx/news/hires/2025/new-toolkit-empowers-h.jpg,2025-02-20 09:40:42+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Developed in align...","medical, science",Pennington Biomedical Research Center,Yes,Real
Common Senses Festival Brings Inclusive Arts and Innovation to UNO This Spring,https://www.unomaha.edu/news/2025/02/img/common-senses-festivals.jpg,2025-02-20 09:37:50+00:00,"The University of Nebraska at Omaha (UNO) will take center stage in an extraordinary celebration of art, science, and disability acceptance as the 2025 Common Senses Festival arrives this spring.","regional, omaha, nebraska",@unomaha,Unknown,Unknown
Labor Action Tracker: Work stoppages in '24 fewest since '21,https://scx2.b-cdn.net/gfx/news/hires/2023/starbucks.jpg,2025-02-20 09:22:06+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: Pixabay/CC...",science,Cornell University,Unknown,Unknown
FDA approves Romvimza for tenosynovial giant cell tumor (TGCT),https://scx2.b-cdn.net/gfx/news/hires/2018/patient.jpg,2025-02-20 09:19:06+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: CC0 Public...","medical, science",Memorial Sloan Kettering Cancer Center,Unknown,Unknown
Platform trials streamline ALS therapy evaluation by rapidly ruling out ineffective drugs,https://scx2.b-cdn.net/gfx/news/hires/2023/neuron-1.jpg,2025-02-20 08:50:01+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: Pixabay/CC...","medical, science",Justin Jackson,Unknown,Unknown
Fortifying bouillon could reduce malnutrition in West Africa,https://scx2.b-cdn.net/gfx/news/hires/2025/fortifying-bouillon-co.jpg,2025-02-20 08:10:02+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Shrimp bouillon cu...","medical, science",Ula Chrobak,Unknown,Unknown
Daily cannabis use linked to public health burden,https://scx2.b-cdn.net/gfx/news/hires/2023/cannabis-3.jpg,2025-02-20 08:00:01+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: Unsplash/C...","medical, science",George Washington University,Unknown,Unknown
"Study reveals activity of navtemadlin in glioblastoma, points to possible treatment improvements",https://scx2.b-cdn.net/gfx/news/hires/2022/cancer-4.jpg,2025-02-20 07:51:25+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: Unsplash/C...","medical, science",Dana-Farber Cancer Institute,Unknown,Unknown
Manila neighborhood puts bounty on dengue-carrying mosquitoes,https://scx2.b-cdn.net/gfx/news/2025/a-man-shows-a-plastic.jpg,2025-02-20 07:34:03+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

A man shows a plas...","medical, science",Pam Castro,Unknown,Unknown
Tiny gene could hold key to treating malignant cardiac arrhythmia,https://scx2.b-cdn.net/gfx/news/hires/2023/atrial-arrhythmia.jpg,2025-02-20 07:00:01+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: Pixabay/CC...","medical, science",Amsterdam University Medical Centers,Yes,Real
2:00PM Water Cooler 2/19/2025 | naked capitalism,https://www.nakedcapitalism.com/wp-content/uploads/2025/02/eo_section7.png,2025-02-20 06:12:12+00:00,"~ Today's Water Cooler: Politics, SyndemicsCourt filing: DOGE website claims another victim; : Myopia epidemic: literally!; Pseudo-science in machine learning. ~ ~","news,  business,  finances,  money,  banking",Lambert Strether,No,Real
"Pitney Bowes: Defying The Bears, Embracing The Way Of The Wolf, And Reshaping Its Future",https://static.seekingalpha.com/cdn/s3/uploads/getty_images/172304454/image_172304454.jpg?io=getty-c-w1536,2025-02-20 05:27:22+00:00,"Justin Dopierala is President and Founder of DOMO Capital. He received his Bachelor of Science from Concordia University, Wisconsin (2005), graduating summa cum laude and recognized as the most outsta...","business, finance",Justin Dopierala,Yes,Real
"HHS issues new definitions of terms like ‘sex,’ ‘man’ and ‘woman’ that critics say ignore science",https://kvia.b-cdn.net/2023/04/thumbnail_KVIA-Masthead.png,2025-02-20 05:22:03+00:00,"By Jen Christensen, CNN (CNN) — In one of Robert F. Kennedy Jr.’s first moves as secretary of the US Department of Health and Human Services, the agency released guidance Wednesday for the US government, external partners and the public that offers a narrower definition of sex than the ones used by ...","regional, el-paso, texas",CNN Newsource,No,Fake
"Singing mice, constipated kids and nurture beats nature: science stories of the week – podcast",https://i.guim.co.uk/img/media/4f9c5650aa829df564cf2469e58d516931de02ed/0_14_2491_1495/master/2491.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&s=f19f57fd06a7af23c76f7cf124aa494e,2025-02-20 05:00:32+00:00,"Science editor Ian Sample joins co-host Madeleine Finlay to discuss some of the most intriguing science stories of the week. From a concerning rise in hospital diagnoses of constipation in children, to research suggesting that the environment is far more important for ageing and longevity than our g...",regional,Madeleine Finlay,No,Real
Comparison principles and asymptotic behavior of delayed age-structured neuron models,https://static.arxiv.org/icons/twitter/arxiv-logo-twitter-square.png,2025-02-20 05:00:00+00:00,"In the context of neuroscience the elapsed-time model is an age-structured equation that describes the behavior of interconnected spiking neurons through the time since the last discharge, with many interesting dynamics depending on the type of interactions between neurons. We investigate the asympt...","academic, MATH","Torres, Nicolas",No,Real
Brief introduction in greedy approximation,https://static.arxiv.org/icons/twitter/arxiv-logo-twitter-square.png,2025-02-20 05:00:00+00:00,"Sparse approximation is important in many applications because of concise form of an approximant and good accuracy guarantees. The theory of compressed sensing, which proved to be very useful in the image processing and data sciences, is based on the concept of sparsity. A fundamental issue of spars...","academic, MATH","Temlyakov, V.",Unknown,Unknown
EHOP: A Dataset of Everyday NP-Hard Optimization Problems,https://static.arxiv.org/icons/twitter/arxiv-logo-twitter-square.png,2025-02-20 05:00:00+00:00,"We introduce the dataset of Everyday Hard Optimization Problems (EHOP), a collection of NP-hard optimization problems expressed in natural language. EHOP includes problem formulations that could be found in computer science textbooks, versions that are dressed up as problems that could arise in real...","academic, CS","Koller, Alexander",Unknown,Unknown
Enhancing LLM-Based Recommendations Through Personalized Reasoning,https://static.arxiv.org/icons/twitter/arxiv-logo-twitter-square.png,2025-02-20 05:00:00+00:00,"Current recommendation systems powered by large language models (LLMs) often underutilize their reasoning capabilities due to a lack of explicit logical structuring. To address this limitation, we introduce CoT-Rec, a framework that integrates Chain-of-Thought (CoT) reasoning into LLM-driven recomme...","academic, CS","Gu, Ning",No,Real
Nona Biosciences Announces Licensing Agreement with the University of Alabama at Birmingham to Support B Cell Development Research,https://bloximages.newyork1.vip.townnews.com/elba-clipper.com/content/tncms/assets/v3/editorial/c/99/c99eaf3b-5a9b-5835-96fb-cc293d1b9f12/6761396da13fd.image.jpg?crop=1434%2C753%2C0%2C346&resize=1200%2C630&order=crop%2Cresize,2025-02-20 01:21:00+00:00,(PRNewsfoto/Nona Biosciences),"regional, alabama, birmingham",Hand-out,Yes,Real
Exact Sciences Corporation 2024 Q4 - Results - Earnings Call Presentation (NASDAQ:EXAS),https://static.seekingalpha.com/assets/og_image_1200-29b2bfe1a595477db6826bd2126c63ac2091efb7ec76347a8e7f81ba17e3de6c.png,2025-02-19 23:28:15+00:00,Seeking Alpha's transcripts team is responsible for the development of all of our transcript-related projects. We currently publish thousands of quarterly earnings calls per quarter on our site and ar...,"business, finance",SA Transcripts,Unknown,Unknown
Biggest-ever AI biology model writes DNA on demand,https://media.nature.com/lw1200/magazine-assets/d41586-025-00531-3/d41586-025-00531-3_50658632.jpg,2025-02-19 22:50:06+00:00,"Genomes of eukaryotic organisms such as yeast were used to train the Evo-2 model.Credit: Thomas Deerinck, NCMIR/Science Photo Library

Scientists today released what they say is the biggest-ever artif...",academia,Callaway,Unknown,Unknown
How chronic stress warps decision-making,https://media.nature.com/lw1200/magazine-assets/d41586-025-00502-8/d41586-025-00502-8_50658098.jpg,2025-02-19 22:50:06+00:00,"Neurons (artist’s illustration) in the brain region called the amygdala send signals that influence decision-making after chronic stress.Credit: Kateryna Kon/Science Photo Library

Scientists have fou...",academia,Watson,Yes,Real
Global modules robustly emerge from local interactions and smooth gradients,https://media.springernature.com/m685/springer-static/image/art%3A10.1038%2Fs41586-024-08541-3/MediaObjects/41586_2024_8541_Fig1_HTML.png,2025-02-19 22:50:06+00:00,"Thouless, D. Topological Quantum Numbers in Nonrelativistic Physics (World Scientific, 1998).

Sales-Pardo, M. The importance of being modular. Science 357, 128–129 (2017).

Chen, G., Kang, B., Lindse...",academia,Khona,Unknown,Unknown
ARF4-mediated intracellular transport as a broad-spectrum antiviral target,https://media.springernature.com/m685/springer-static/image/art%3A10.1038%2Fs41564-025-01940-w/MediaObjects/41564_2025_1940_Fig1_HTML.png,2025-02-19 22:39:52+00:00,"Guzman, M. G. et al. Dengue: a continuing global threat. Nat. Rev. Microbiol. 8, S7–S16 (2010).

Lessler, J. et al. Assessing the global threat from Zika virus. Science 353, aaf8160 (2016).

Eccleston...",academia,Li,No,Real
Attention Healthcare and Life Science Startups: Deadline for INVEST Pitch Perfect Contest Submissions is Feb 21,https://medcitynews.com/wp-content/uploads/sites/7/2024/02/GettyImages-80284335.jpg,2025-02-19 22:29:21+00:00,"We're looking for biopharma startups focused on infectious diseases, medtech/diagnostics startups supporting chronic disease management, and health tech startups seeking to improve care navigation and coordination and developing AI tech.",business,Stephanie Baum,No,Real
Software proves faster than physicians at spotting side effects during cardiac arrhythmia drug treatment,https://scx2.b-cdn.net/gfx/news/2025/robot-faster-than-phys.jpg,2025-02-19 22:09:04+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

The method in use,...","medical, science",Margareta G. Kubista,Yes,Real
Intratumor microbiome's influence on lung cancer: A single-cell perspective,https://scx2.b-cdn.net/gfx/news/2025/dissection-of-intratum.jpg,2025-02-19 22:07:04+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Through extracting...","medical, science",Tsinghua University Press,Yes,Real
"Obesity surgery tourism—only approved centers should be carrying out recognized procedures, say researchers",https://scx2.b-cdn.net/gfx/news/2025/obesity-surgery-touris.jpg,2025-02-19 22:06:04+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: Internatio...","medical, science",European Association For The Study Of Obesity,Unknown,Unknown
Exact Sciences Stock Slides On Q4 Earnings: The Details,https://cdn.benzinga.com/files/images/story/2025/02/19/cologuard-testkit-3.jpeg?width=1200&height=800&fit=crop,2025-02-19 21:56:04+00:00,Exact Sciences Corp (NASDAQ:EXAS) reported fourth-quarter financial results after the market close on Wednesday. Here's a look at the key details from the quarter.,finance,Adam Eckert,Yes,Real
