title,image,published,description,category,author,image_relation,fake_news_label
Simple treatment may reduce inflammation and its side effects in expecting cows,https://scx2.b-cdn.net/gfx/news/hires/2025/heifer.jpg,2025-02-20 22:21:03 +0000,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: Pixabay/CC...",['science'],Katie Bohn,Yes,Real
Struggling men may hurt noncollege women's marriage prospects,https://scx2.b-cdn.net/gfx/news/hires/2024/wedding-rings.jpg,2025-02-20 22:20:04 +0000,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: Pixabay/CC...",['science'],James Dean,Yes,Real
Deaths of despair' more than double in the US over two decades,https://scx2.b-cdn.net/gfx/news/hires/2025/despair.jpg,2025-02-20 22:13:04 +0000,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: Keira Burt...","['medical', 'science']",Gisele Galoustian,Yes,Real
Fog-to-Cloud computing framework: Researchers advance secure remote health monitoring for elderly care,https://scx2.b-cdn.net/gfx/news/hires/2024/cloud-computing.jpg,2025-02-20 22:12:03 +0000,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: Pixabay/CC...","['medical', 'science']",David Bradley,Yes,Real
"Pacific Biosciences of California, Inc. (NASDAQ:PACB) Insider Michele Farmer Sells 24,349 Shares",https://www.marketbeat.com/logos/pacific-biosciences-of-california-inc-logo-1200x675.png?v=20221123085851,2025-02-20 22:11:42 +0000,"Pacific Biosciences of California, Inc. (NASDAQ:PACB - Get Free Report) insider Michele Farmer sold 24,349 shares of the company's stock in a transaction that occurred on Tuesday, February 18th. The shares were sold at an average price of $1.88, for a total value of $45,776.12. Following the transac...",['finance'],MarketBeat,Unknown,Unknown
More people are playing roller derby. Here's what that might mean for foot health,https://scx2.b-cdn.net/gfx/news/hires/2025/roller-derby.jpg,2025-02-20 22:11:03 +0000,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: Pixabay/CC...","['medical', 'science']",Benjamin Bullen,Yes,Real
Study reveals split opinions on long-term opioid use for chronic pain,https://scx2.b-cdn.net/gfx/news/hires/2025/pain.jpg,2025-02-20 22:10:06 +0000,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: Unsplash/C...","['medical', 'science']",Regenstrief Institute,No,Real
"Alzheimer's disease, dementias chronically undiagnosed yet early detection rarely used",https://scx2.b-cdn.net/gfx/news/2025/alzheimers-disease-dem.jpg,2025-02-20 22:09:04 +0000,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Older US adults’ l...","['medical', 'science']",Kim North Shine,Yes,Real
"Elephant seals, fog harvesting and the brain science behind sugar cravings",https://media.npr.org/include/images/facebook-default-wide-s1400-c100.jpg,2025-02-20 22:08:13 +0000,"This week's Short Wave news roundup covers harvesting drinking water from fog, what elephant seals reveal about fish populations in the deep ocean, and why there's always room for dessert.",['science'],Emily Kwong,No,Real
Q&A: Researcher discusses exploring the limits of carbon sequestration,https://scx2.b-cdn.net/gfx/news/2025/exploring-the-limits-o.jpg,2025-02-20 22:06:04 +0000,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Rincon de la Vieja...",['science'],Stephanie Martinovich,Yes,Real
Study reveals diverse progression in mitochondrial DNA deletion syndromes,https://scx2.b-cdn.net/gfx/news/2025/clinical-progression-p.jpg,2025-02-20 22:05:04 +0000,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Description of cli...","['medical', 'science']",Children'S Hospital Of Philadelphia,Unknown,Unknown
How mosquitoes hear may inspire new ways to detect natural disasters,https://scx2.b-cdn.net/gfx/news/hires/2025/how-mosquitos-hear-may-1.jpg,2025-02-20 22:03:03 +0000,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

This CT scan is a ...",['science'],Purdue University,Yes,Real
Plasma arc cutting: Scientists decode gas flow dynamics,https://scx2.b-cdn.net/gfx/news/hires/2025/plasma-arc-cutting-pnu.jpg,2025-02-20 22:01:04 +0000,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

The curvature lead...",['science'],Pusan National University,Yes,Real
"Exercise can restore STAT3 levels in the amygdala, preventing stress-induced high blood pressure",https://scx2.b-cdn.net/gfx/news/hires/2025/exercise-your-way-to-l.jpg,2025-02-20 22:00:04 +0000,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Exercise reduces s...","['medical', 'science']",Juntendo University Research Promotion Center,Yes,Real
"Influencer marketing can help tourism industry mitigate waste, pollution",https://scx2.b-cdn.net/gfx/news/hires/2025/environmental-influenc.jpg,2025-02-20 21:58:03 +0000,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: Pixabay/CC...",['science'],Pennsylvania State University,Yes,Real
New dads reveal conflict and guilt in the transition to parenthood,https://scx2.b-cdn.net/gfx/news/hires/2024/new-dad.jpg,2025-02-20 21:57:03 +0000,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: Pixabay/CC...",['science'],Pauline Braniff,Yes,Real
60 years ago: Ranger 8 moon photos aid in Apollo site selection,https://scx2.b-cdn.net/gfx/news/2025/60-years-ago-ranger-8-4.jpg,2025-02-20 21:56:03 +0000,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Impact sites of Ra...",['science'],John J. Uri,Unknown,Unknown
"AI tool diagnoses diabetes, HIV and COVID from a blood sample",https://media.nature.com/lw1200/magazine-assets/d41586-025-00528-y/d41586-025-00528-y_50663158.jpg,2025-02-20 21:53:47 +0000,"The AI analyses gene sequences linked to receptors on the surface of B cells (pictured) and T cells. Credit: Eye Of Science/Science Photo Library

Researchers have developed an artificial intelligence...",['academia'],Naddaf,Unknown,Unknown
Trump's siege of science: how the first 30 days unfolded and what's next,https://media.nature.com/lw1200/magazine-assets/d41586-025-00525-1/d41586-025-00525-1_50663222.jpg,2025-02-20 21:53:47 +0000,"Donald Trump took office as US president for the second time one month ago.Credit: Joe Raedle/Getty

In the wake of the Second World War, US leaders adopted the view that scientific progress is an “es...",['academia'],Tollefson,Yes,Real
Study demonstrates the interaction between Zika virus and a neurotoxin in human brain development,https://scx2.b-cdn.net/gfx/news/hires/2025/study-demonstrates-the.jpg,2025-02-20 21:45:04 +0000,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Saxitoxin blocks s...","['medical', 'science']",D'Or Institute For Research,Unknown,Unknown
Insights into evolutionary dynamics: Study reveals the evolution of evolvability,https://scx2.b-cdn.net/gfx/news/hires/2025/insights-into-evolutio.jpg,2025-02-20 21:40:03 +0000,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Experimental evolu...",['science'],Michael Hesse,Unknown,Unknown
How do people feel about AI replacing human jobs?,https://scx2.b-cdn.net/gfx/news/hires/2024/robot-boss.jpg,2025-02-20 21:36:04 +0000,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: Tara Winst...",['science'],Nicole Siller,Yes,Real
Researchers propose framework to identify food selectivity origins in the brain,https://scx2.b-cdn.net/gfx/news/2025/carnegie-mellon-univer.jpg,2025-02-20 21:31:03 +0000,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

CMU researchers ha...","['medical', 'science']",Marylee Williams,Unknown,Unknown
A new solution may help reduce therapy 'dropouts',https://scx2.b-cdn.net/gfx/news/hires/2024/therapy.jpg,2025-02-20 21:30:04 +0000,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: Alex Green...","['medical', 'science']",Kristin Samuelson,Unknown,Unknown
New Ebola virus research boosts pandemic preparedness,https://scx2.b-cdn.net/gfx/news/2025/new-ebola-virus-resear.jpg,2025-02-20 21:29:03 +0000,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

The model on the l...","['medical', 'science']",La Jolla Institute For Immunology,Unknown,Unknown
Millage would expand Muskegon Museum of History and Science,,2025-02-20 21:27:37 +0000,"MUSKEGON, Mich. (WOOD) — Voters in Muskegon County will decide on a millage in May that would expand the Muskegon Museum of History and Science.   
The museum has been at its current location on West Clay Avenue since 1983.
The Lakeshore Museum Center's Muskegon Museum of History and Science. (Feb. ...","['regional', 'grand-rapids', 'michigan']",Kyle Mitchell,Unknown,Unknown
"PCRX Investors Have Opportunity to Lead Pacira BioSciences, Inc. Securities Fraud Lawsuit with the Schall Law Firm",/next-assets/images/schema-image-default.png,2025-02-20 21:13:00 +0000,"LOS ANGELES, Feb.",['finance'],PRNewswire,Unknown,Unknown
"Citizen science reveals urban gardeners' views, habits",,2025-02-20 21:06:17 +0000,"A study by the University of Florida explores theattitudes and behaviors of urban home gardeners through the lens of citizen science, offering fresh insights into how gardening is embraced in cities and its broader implications for community and environmental well-being.",['science'],phys,Unknown,Unknown
Cancerous breast tissue glows in new AI-enhanced MRI images,https://scx2.b-cdn.net/gfx/news/2025/cancerous-breast-tissu.jpg,2025-02-20 21:06:03 +0000,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Several MRI images...","['medical', 'science']",University Of Waterloo,Unknown,Unknown
"Deepfakes threaten trust in society, says researcher",https://scx2.b-cdn.net/gfx/news/2025/deepfakes-threatening.jpg,2025-02-20 21:05:04 +0000,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Swifties for Trump...",['science'],Svein Inge Meland,Unknown,Unknown
New York seeks hundreds of millions of dollars in 'vaping epidemic' case,https://scx2.b-cdn.net/gfx/news/hires/2024/vape.jpg,2025-02-20 21:01:08 +0000,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: Unsplash/C...","['medical', 'science']",medicalxpress,Yes,Real
Getting to the roots of gang violence in Colombia,https://scx2.b-cdn.net/gfx/news/hires/2025/colombia-1.jpg,2025-02-20 21:01:04 +0000,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: Unsplash/C...",['science'],Andres Eberhard,Unknown,Unknown
Researchers advance non-invasive cancer detection methods,https://scx2.b-cdn.net/gfx/news/hires/2023/blood-tests.jpg,2025-02-20 21:00:02 +0000,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: Pixabay/CC...","['medical', 'science']",Gintarė Bidlauskienė,Unknown,Unknown
Scientists develop first helicopter-borne magnetotelluric detection system,https://scx2.b-cdn.net/gfx/news/hires/2025/scientists-develop-fir-2.jpg,2025-02-20 20:59:03 +0000,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: AIR

China...",['science'],Li Yali,Unknown,Unknown
Researchers publish action plan to address appendiceal cancer enigmas,https://scx2.b-cdn.net/gfx/news/hires/2025/experts-publish-action.jpg,2025-02-20 20:58:31 +0000,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Histology of the n...","['medical', 'science']",Vanderbilt University Medical Center,Unknown,Unknown
Japan study finds no link between housing damage and mortality post-earthquake,https://scx2.b-cdn.net/gfx/news/2025/team-compares-degree-o.jpg,2025-02-20 20:57:05 +0000,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Kaplan-Meier curve...","['medical', 'science']",Tohoku University,Yes,Real
"A 'local electricity market': Rooftop panels, EV chargers, and smart thermostats could boost power grid resilience",https://scx2.b-cdn.net/gfx/news/2025/rooftop-panels-ev-char.jpg,2025-02-20 20:31:04 +0000,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

An example of the ...",['science'],Jennifer Chu,Yes,Real
Clinical Effects Voted #1 in Natural Wellness & Customer Satisfaction,,2025-02-20 20:18:12 +0000,"Boise, Feb. 20, 2025 (GLOBE NEWSWIRE) -- 
In a market filled with wellness brands making bold claims, Clinical Effects has emerged as a leader in natural wellness and customer satisfaction. Recognized for its high-quality, research-backed formulations, the brand sets a new standard for transparency ...",['finance'],Globe Newswire,No,Real
"Digital-learning platform improves reading growth by 9 percentile points, bridging learning gaps",https://scx2.b-cdn.net/gfx/news/hires/2025/digital-learning-platf.jpg,2025-02-20 20:14:03 +0000,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

King Robinson, a t...",['science'],University Of Michigan,Yes,Real
Hybrid transparent electrodes enhance efficiency and longevity of perovskite solar cells,https://scx2.b-cdn.net/gfx/news/2025/hybrid-transparent-ele-1.jpg,2025-02-20 20:08:03 +0000,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

A three-layer tran...",['science'],techxplore,Yes,Real
The Assault on Science and Health: Sometimes It's Personal,https://static01.nyt.com/images/2025/02/12/multimedia/12DC-NIH-CUTS-print-fjhc/12DC-NIH-CUTS-print-fjhc-facebookJumbo.jpg,2025-02-20 20:05:02 +0000,"To the Editor:

Re “Deep Cuts to Medical Research Funds Could Hobble University Budgets” (news article, Feb. 9):

I have watched President Trump issue a flurry of executive orders with growing alarm, ...",['general'],nytimes,Unknown,Unknown
Study Shows Glaciers Have Lost '3 Olympic Swimming Pools Per Second' Since 2000,,2025-02-20 20:01:32 +0000,"An international science project on Wednesday published a study in the journal Nature showing that glaciers have lost an average of 273 billion metric tons of ice annually since 2000—depleting freshwater resources, driving sea-level rise, and underscoring the need for sweeping global action to signi...",['general'],Jessica Corbett,No,Real
Silicon nitride-based electromagnetic metamaterial with industrial potential developed,https://scx2.b-cdn.net/gfx/news/2025/new-silicon-nitride-ba.jpg,2025-02-20 19:34:04 +0000,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Graphical Abstract...",['science'],Tsinghua University Press,Yes,Real
Exploring BiFeO₃'s piezocatalytic potential: From materials engineering to diverse applications,https://scx2.b-cdn.net/gfx/news/hires/2025/versatile-bifeo3-shini.jpg,2025-02-20 19:33:03 +0000,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

This review provid...",['science'],Tsinghua University Press,Yes,Real
Discovery of high-spin manganese centers sheds light on photosynthesis,https://scx2.b-cdn.net/gfx/news/hires/2025/bessy-ii-building-bloc.jpg,2025-02-20 19:29:03 +0000,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

In the center of t...",['science'],Helmholtz Association Of German Research Centres,Unknown,Unknown
A new approach for better understanding animal consciousness,https://scx2.b-cdn.net/gfx/news/hires/2020/animal.jpg,2025-02-20 19:00:10 +0000,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: CC0 Public...",['science'],New York University,Yes,Real
Giant X-ray facility shows that magnets can reduce flaws in 3D printed components,https://scx2.b-cdn.net/gfx/news/hires/2025/giant-x-ray-facility-s.jpg,2025-02-20 19:00:07 +0000,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

3D printers are be...",['science'],University College London,Yes,Real
"Researchers 3D print high-performance, sustainable thermoelectric materials",https://scx2.b-cdn.net/gfx/news/hires/2025/cooling-materials--out.jpg,2025-02-20 19:00:05 +0000,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Printing of pillar...",['science'],Institute Of Science,Yes,Real
"Chemists find greener path to making ethylene oxide, a key industrial chemical",https://scx2.b-cdn.net/gfx/news/hires/2025/green-chemistry.jpg,2025-02-20 19:00:02 +0000,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: Pixabay/CC...",['science'],Tulane University,Unknown,Unknown
"To eat eggs safely, do these two things, says food science expert",https://a57.foxnews.com/static.foxnews.com/foxnews.com/content/uploads/2025/02/1024/512/egg-prep-split.jpg?ve=1&tl=1,2025-02-20 18:49:11 +0000,"Amid outbreaks of bird flu in the U.S., experts weigh in on best practices for preparing eggs safely. See the video from Professor Tim Spector, a genetic epidemiology expert at King's College London.","['health', 'lifestyle']",Fox News,Yes,Real
TBJ's 2025 Class of 40 Under 40: Ariana Hood of CPL in Greensboro,,2025-02-20 18:45:30 +0000,"If you enter a science or medical building in the Triad, chances are this 40 Under 40 honoree had something to with it.","['business', 'greensboro', 'north-carolina']",bizjournals,Yes,Real
"Scientists decode the DNA of one of America's most iconic trees, the white oak",https://scx2.b-cdn.net/gfx/news/hires/2025/scientists-decode-the.jpg,2025-02-20 18:14:03 +0000,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

White oaks are amo...",['science'],University Of Tennessee At Knoxville,Yes,Real
How mRNA changes during the progression of atherosclerosis,https://scx2.b-cdn.net/gfx/news/hires/2025/how-mrna-changes-durin.jpg,2025-02-20 18:11:03 +0000,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Analysis of 3′UTR ...","['medical', 'science']",Germans Trias I Pujol Research Institute,Unknown,Unknown
Massive data analysis advances understanding of how immunotherapy works,https://scx2.b-cdn.net/gfx/news/hires/2025/comprehensive-data-ana.jpg,2025-02-20 18:10:08 +0000,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Overview of the an...","['medical', 'science']",Imim,Unknown,Unknown
Scientists identify epigenetic key that 'opens' door to colon cancer,https://scx2.b-cdn.net/gfx/news/hires/2025/scientists-identify-ep.jpg,2025-02-20 17:45:04 +0000,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Graphical abstract...","['medical', 'science']",Johns Hopkins University School Of Medicine,Unknown,Unknown
Scientists aim to repair or replace p53 to combat cancer,https://scx2.b-cdn.net/gfx/news/hires/2022/gene.jpg,2025-02-20 17:40:58 +0000,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: Pixabay/CC...","['medical', 'science']",Prosper Obed Chukwuemeka,Yes,Real
Butterfly wings inspire new imaging technique for cancer diagnosis,https://scx2.b-cdn.net/gfx/news/2025/butterfly-wings-inspir.jpg,2025-02-20 17:37:31 +0000,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Paula Kirya, a mec...","['medical', 'science']",Liezel Labios,Yes,Real
User-friendly portal links molecular and clinical data to boost metabolic disease research,https://scx2.b-cdn.net/gfx/news/hires/2025/new-knowledge-portal-f.jpg,2025-02-20 17:37:10 +0000,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Graphical abstract...","['medical', 'science']",Karolinska Institutet,Unknown,Unknown
Study yields unexpected results from empagliflozin after heart attack,https://scx2.b-cdn.net/gfx/news/hires/2025/new-study-yields-unexp.jpg,2025-02-20 17:36:57 +0000,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Normal immune resp...","['medical', 'science']",Karolinska Institutet,Unknown,Unknown
Research links grape consumption to improved muscle health in both men and women,https://scx2.b-cdn.net/gfx/news/hires/2025/new-research-links-gra.jpg,2025-02-20 17:36:44 +0000,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Representative ima...","['medical', 'science']",Western New England University,Unknown,Unknown
Long-term data analysis prompts rethink on regional differences in ocean carbon sequestration,,2025-02-20 17:29:04 +0000,A new publication by researchers from the Department of Earth Sciences at the University of Oxford shows that the relationship between water temperature and the main biological mechanism by which the ocean captures atmospheric carbon dioxide (CO2) is far more complicated than previously thought. The...,['science'],phys,Unknown,Unknown
Unfolded protein response: A key regulator of intestinal health and disease,https://scx2.b-cdn.net/gfx/news/2025/unfolded-protein-respo.jpg,2025-02-20 17:26:04 +0000,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: By Claudio...","['medical', 'science']",First Hospital Of Jilin University,Unknown,Unknown
Novel computational tool for identifying synergistic drug combinations developed,https://scx2.b-cdn.net/gfx/news/hires/2025/mount-sinai-researcher-1.jpg,2025-02-20 17:24:03 +0000,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Evaluation of the ...","['medical', 'science']",The Mount Sinai Hospital,Unknown,Unknown
European study highlights inequalities in diagnosis and treatment of biliary tract cancer,https://scx2.b-cdn.net/gfx/news/hires/2025/european-study-highlig.jpg,2025-02-20 17:11:04 +0000,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Results of the sur...","['medical', 'science']",University Of Glasgow,Unknown,Unknown
Harmony Biosciences (NASDAQ:HRMY) Shares Gap Down After Analyst Downgrade,https://www.marketbeat.com/logos/harmony-biosciences-holdings-inc-logo-1200x675.jpg?v=20210329150056,2025-02-20 16:53:22 +0000,Harmony Biosciences (NASDAQ:HRMY) Shares Gap Down Following Analyst Downgrade,['finance'],MarketBeat,Unknown,Unknown
Needham & Company LLC Lowers Harmony Biosciences (NASDAQ:HRMY) Price Target to $50.00,https://www.marketbeat.com/logos/harmony-biosciences-holdings-inc-logo-1200x675.jpg?v=20210329150056,2025-02-20 16:45:40 +0000,"Harmony Biosciences (NASDAQ:HRMY - Get Free Report) had its target price reduced by Needham & Company LLC from $52.00 to $50.00 in a note issued to investors on Wednesday,Benzinga reports. The firm cu...",['finance'],MarketBeat,Yes,Real
"Bright Minds Biosciences' (DRUG) ""Buy"" Rating Reiterated at HC Wainwright",https://www.marketbeat.com/logos/bright-minds-biosciences-inc-logo-1200x675.jpg?v=20220428075958,2025-02-20 16:45:40 +0000,"Bright Minds Biosciences (NASDAQ:DRUG - Get Free Report)'s stock had its ""buy"" rating restated by equities research analysts at HC Wainwright in a research report issued on Wednesday,Benzinga reports....",['finance'],MarketBeat,Unknown,Unknown
Maravai LifeSciences (NASDAQ:MRVI) Reaches New 1-Year Low - What's Next?,https://www.marketbeat.com/logos/maravai-lifesciences-holdings-inc-logo-1200x675.png?v=20240502162532,2025-02-20 16:32:38 +0000,"Shares of Maravai LifeSciences Holdings, Inc. (NASDAQ:MRVI - Get Free Report) reached a new 52-week low on Wednesday . The company traded as low as $4.05 and last traded at $4.18, with a volume of 107...",['finance'],MarketBeat,Unknown,Unknown
Gilead Sciences (NASDAQ:GILD) Sets New 1-Year High - Should You Buy?,https://www.marketbeat.com/logos/Gilead_Sciences_Pty_Ltd-1200x675.jpg,2025-02-20 16:32:32 +0000,Gilead Sciences (NASDAQ:GILD) Sets New 12-Month High - Time to Buy?,['finance'],MarketBeat,Unknown,Unknown
"Talkspace hits an earnings milestone, Hims acquisition, and more",https://www.statnews.com/wp-content/uploads/2024/03/AdobeStock_639994632_Editorial_Use_Only-1024x576.jpeg,2025-02-20 16:06:06 +0000,"This is the web edition of STAT’s Health Tech newsletter, our guide to how technology is transforming the life sciences.",['medical'],Mario Aguilar,No,Real
"National Science Foundation Mass Firings Go Beyond Trump's Orders, Sparking Outrage",https://static.scientificamerican.com/dam/m/6b6db873f58b3c85/original/Seal-of-The-National-Science-Foundation-NSF-in-Washington-D-C-USA.jpg?m=1740066171.241&w=1200,2025-02-20 16:00:00 +0000,"At an emotional meeting, NSF officials announced layoffs for about 10 percent of their workforce and warned of more firings to come",['science'],"Corbin Hiar, E&E News",Unknown,Unknown
SELLAS Life Sciences Group reports positive results from mid-stage lymphoma treatment trial,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/1011146302/image_1011146302.jpg?io=getty-c-w750,2025-02-20 15:48:10 +0000,SELLAS Life Sciences Group announced on Thursday promising mid-stage trial results for SLS009. Read more here.,"['business', 'finance']",Nilanjana Basu,No,Real
"2 in 5 scientists surveyed reported harassment and intimidation—often, perpetrators are inside the institution",,2025-02-20 15:34:05 +0000,"The goal of science is to uncover truths and create new knowledge. But this is not always welcome. Increasingly, scientific findings are being attacked or downplayed. And scientists themselves face intimidation or harassment.",['science'],phys,Unknown,Unknown
Researchers unravel flood dynamics in China's Kumalak River Catchment in Tianshan Region,,2025-02-20 15:26:03 +0000,"A recent study published in npj Climate and Atmospheric Science has shed light on the factors influencing floods in the Kumalak River catchment, China.",['science'],phys,Unknown,Unknown
WaPo: The Science™ Says Trump Is Wrong on Sex Binary,https://media.townhall.com/cdn/hodl/ha/images/2024/350/eab3f711-142d-450c-93d2-f1e0489a6df0.jpeg,2025-02-20 15:00:18 +0000,,['politics'],David Strom,Unknown,Unknown
Cowardliness at the top': Science agency staff revolt over cuts,,2025-02-20 15:00:00 +0000,"At an emotional meeting, foundation officials announced layoffs for about 10 percent of their workforce and warned of more firings to come. The National Science Foundation went beyond the staff cuts demanded by the Trump administration in a move that set off a frenzied backlash at the science …",['politics'],Corbin Hiar,No,Real
"Sodium-ion batteries face greater safety hazards due to sodium clusters, study finds",,2025-02-20 14:49:12 +0000,"A new study led by the Qingdao Institute of Bioenergy and Bioprocess Technology of the Chinese Academy of Sciences has identified significant safety risks in sodium-ion batteries (SIBs), especially compared to lithium-ion batteries (LIBs).",['science'],techxplore,No,Real
Cherokee Nation invests $16 million to bring advanced cancer care closer to home,https://bloximages.newyork1.vip.townnews.com/cherokeephoenix.org/content/tncms/assets/v3/editorial/b/3a/b3ab5bac-ef94-11ef-8c28-43be0a97abe3/67b7384608916.image.jpg?crop=1500%2C788%2C0%2C131&resize=438%2C230&order=crop%2Cresize,2025-02-20 14:30:00 +0000,"Dr. John Mohart, Mercy executive vice president and chief operating officer, left, and Dr. Gary Raskob, University of Oklahoma Health Sciences senior vice president and provost, interact Feb. 13 inside","['regional', 'oklahoma']",CHAD HUNTER/CHEROKEE PHOENIX,Unknown,Unknown
Orion180 Makes Key Executive Moves to Drive Product Growth and Further Expansion,,2025-02-20 14:00:00 +0000,"MELBOURNE, Fla., Feb. 20, 2025 (GLOBE NEWSWIRE) -- Orion180, a leading provider of innovative insurance solutions, today announced it has hired former The Hartford executive Chris DiMartino as Chief Underwriting Officer. In this role, DiMartino will be responsible for overseeing all aspects of under...",['finance'],Globe Newswire,No,Real
SELLAS Announces Positive Data from Phase 2a Trial of SLS009 in Combination with Zanubrutinib in DLBCL,,2025-02-20 13:45:00 +0000,"- Combination Achieved a 67% of Overall Response Rate, More than Double that of Zanubrutinib Alone; 83% Disease Control Rate in Difficult-to-Treat Non-GCB DLBCL (ABC DLBCL) Patients -
- Median Overall Survival Not Reached Yet – 67% of Patients Still Alive -
NEW YORK, Feb. 20, 2025 (GLOBE NEWSWIRE) -...",['finance'],Globe Newswire,No,Real
Indiana Jones' jailbreak approach highlights the vulnerabilities of existing LLMs,https://scx2.b-cdn.net/gfx/news/hires/2025/new-jailbreaking-appro-1.jpg,2025-02-20 13:40:01 +0000,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Example of how the...",['science'],Ingrid Fadelli,Yes,Real
